entity_from,relationship_type,relationship_sub_type,entity_to
Orion Infra Berhad,Ownership,Significant,Pacific Partners Sdn Bhd (HK)
Catalyst Energy BV,Subsidiary,85% Owned,Victory Health SARL
Alpha Health Co.,Shareholder,Minor,Synergy Resources Berhad (SG)
Horizon Manufacturing Limited,Ownership,Indirect,Catalyst Investments BV (ID)
Orion Resources Limited,Subsidiary,90% Owned,Beta Solutions Ltd
Apex Group Pte Ltd,Shareholder,Major,Titan Ecommerce Sdn Bhd
Summit Energy Corp,Shareholder,Minor,Fusion Infra SARL (BVI)
Elite Media Berhad,Subsidiary,51% Owned,Catalyst Infra International (MY)
Orion Systems Enterprises,Ownership,Indirect,Fusion Finance Ltd
Nexus Infra SARL,Ownership,Controlling,Stellar Finance Limited
Global Assets LLC,Ownership,Major,Synergy Media LLC
Summit Infra Inc,Subsidiary,100% Owned,Quantum Health GmbH (HK)
Nova Systems Pte Ltd,Subsidiary,85% Owned,Crest Infra LLC
Horizon Ecommerce Inc,Director,Independent Director,Pinnacle Partners Corp (ID)
Beta Systems Limited,Ownership,Minor,Fusion Pay International (KY)
Gamma Logistics Limited,Director,Non-Executive,Nova Digital Enterprises
Catalyst Ventures Pt,Ownership,Major,Titan Solutions GmbH
Victory Systems GmbH,Ownership,Controlling,Quantum Capital Inc
Omega Investments Pte Ltd,Director,CEO,Nova Investments PLC
Horizon Tech Sdn Bhd,Investor,Angel,Apex Logistics Sdn Bhd (BVI)
Apex Systems BV,Subsidiary,75% Owned,Vertex Manufacturing Enterprises (HK)
Catalyst Media Co Ltd,Shareholder,Major,Summit Systems BV
Nova Capital Berhad,Subsidiary,60% Owned,Horizon Holdings Pte Ltd
Nexus Manufacturing Pte Ltd,Ownership,Direct,Victory Properties Pte Ltd
Gamma Partners Limited,Ownership,Indirect,Elite Holdings PLC
Nova Logistics PLC,Subsidiary,85% Owned,Stellar Logistics Ltd
Synergy Holdings Enterprises,Ownership,Major,Gamma Partners Sdn Bhd
Fusion Finance Corp,Ownership,Controlling,Delta Capital Co Ltd (SG)
Prime Manufacturing International,Subsidiary,60% Owned,Apex Finance GmbH
Sigma Systems Berhad,Ownership,Direct,Horizon Investments Inc
Victory Digital Enterprises,Ownership,Controlling,Asia Infra Sdn Bhd
Gamma Capital BV,Ownership,Major,Victory Health International (TH)
Quantum Holdings SARL,Ownership,Direct,Victory Finance Co Ltd
Vertex Partners Corp,Subsidiary,100% Owned,Vantage Group Co.
Pinnacle Ventures BV,Ownership,Direct,Crest Pay LLC (SG)
Zenith Ecommerce Berhad,Ownership,Significant,Gamma Energy Inc
Stellar Investments Co.,Ownership,Minor,Pacific Health Pt
Fusion Group PLC,Ownership,Minor,Quantum Properties LLC
Vertex Ecommerce Co Ltd,Ownership,Direct,Nova Media Ltd
Vertex Partners Co Ltd,Ownership,Minor,Victory Ventures Ltd
Beta Group PLC,Subsidiary,51% Owned,Delta Investments Corp
Prime Logistics Ltd,Ownership,Significant,Global Systems Sdn Bhd (ID)
Apex Capital BV,Ownership,Direct,Orion Partners Ltd
Prime Properties LLC,Ownership,Direct,Alpha Ecommerce Inc
Quantum Manufacturing Berhad,Ownership,Significant,Zenith Investments Limited
Gamma Pay Sdn Bhd,Ownership,Controlling,Crest Capital Corp (HK)
Omega Logistics Inc,Director,CFO,Vertex Pay Pte Ltd
Sigma Group Pte Ltd,Subsidiary,85% Owned,Global Media Pte Ltd
Beta Resources LLC,Ownership,Major,Nova Solutions Corp (HK)
Pinnacle Ecommerce Inc,Subsidiary,100% Owned,Fusion Properties Pte Ltd
Vantage Infra GmbH,Subsidiary,60% Owned,Gamma Energy GmbH
Prime Infra SARL,Ownership,Minor,Asia Tech BV
Apex Health Sdn Bhd,Subsidiary,85% Owned,Apex Resources PLC
Gamma Properties SARL,Subsidiary,100% Owned,Pinnacle Solutions Ltd (BVI)
Gamma Logistics International,Ownership,Direct,Victory Logistics SARL (MY)
Catalyst Investments GmbH,Shareholder,Institutional,Atlas Logistics LLC
Zenith Properties Ltd,Subsidiary,60% Owned,Nexus Logistics Limited
Vantage Systems BV,Subsidiary,90% Owned,Pacific Ecommerce Co.
Global Capital Pte Ltd,Shareholder,Major,Beta Infra Sdn Bhd
Victory Finance Limited,Subsidiary,85% Owned,Asia Infra Ltd
Quantum Systems GmbH,Ownership,Significant,Stellar Assets Inc
Prime Solutions Enterprises,Director,Executive Director,Horizon Assets Co.
Summit Logistics Co Ltd,Subsidiary,60% Owned,Catalyst Ventures Pt
Alpha Ventures Ltd,Investor,Private Equity,Crest Resources Co Ltd (TH)
Prime Group Ltd,Ownership,Indirect,Fusion Investments Co. (BVI)
Beta Pay Pte Ltd,Ownership,Major,Fusion Systems Pte Ltd (ID)
Beta Media Co.,Investor,Private Equity,Alpha Finance Berhad
Crest Partners Pt,Ownership,Controlling,Asia Ventures Co Ltd
Global Assets Inc,Ownership,Direct,Gamma Ventures SARL
Summit Solutions Limited,Ownership,Controlling,Vertex Assets Pt (KY)
Horizon Capital Limited,Subsidiary,85% Owned,Synergy Ecommerce Inc (MY)
Nova Logistics SARL,Subsidiary,90% Owned,Pacific Group Pte Ltd
Stellar Solutions Co Ltd,Ownership,Indirect,Gamma Media Ltd (MY)
Omega Logistics Corp,Subsidiary,85% Owned,Delta Partners International (BVI)
Summit Systems PLC,Director,Independent Director,Beta Manufacturing Enterprises
Gamma Media Limited,Ownership,Direct,Global Systems PLC
Titan Group Co.,Subsidiary,51% Owned,Vantage Properties Enterprises
Vertex Capital GmbH,Subsidiary,90% Owned,Summit Energy SARL
Prime Partners Pt,Ownership,Minor,Pacific Investments Berhad
Catalyst Finance LLC,Ownership,Minor,Zenith Energy Co Ltd
Catalyst Pay Co Ltd,Director,CTO,Quantum Group PLC
Prime Investments Ltd,Ownership,Major,Sigma Solutions Corp
Vantage Solutions BV,Subsidiary,75% Owned,Summit Digital SARL
Victory Properties LLC,Subsidiary,75% Owned,Summit Energy LLC (SG)
Asia Health Inc,Subsidiary,90% Owned,Nova Resources Co Ltd
Nova Digital Limited,Ownership,Controlling,Vantage Tech International
Pinnacle Investments International,Director,Non-Executive,Crest Infra BV
Global Systems GmbH,Shareholder,Minor,Synergy Digital Berhad (MY)
Summit Infra LLC,Subsidiary,51% Owned,Delta Capital Co Ltd
Alpha Finance Ltd,Ownership,Controlling,Nexus Holdings Pte Ltd
Asia Media Co Ltd,Subsidiary,90% Owned,Apex Health Pt (HK)
Omega Capital Pte Ltd,Shareholder,Major,Nexus Infra Ltd
Sigma Manufacturing Corp,Ownership,Direct,Global Capital PLC
Synergy Properties Co Ltd,Subsidiary,100% Owned,Catalyst Solutions Sdn Bhd (SG)
Nova Investments SARL,Ownership,Minor,Pacific Assets Co Ltd
Pacific Infra Sdn Bhd,Ownership,Major,Horizon Energy PLC (HK)
Atlas Manufacturing PLC,Subsidiary,90% Owned,Orion Investments Co Ltd
Pinnacle Systems Co.,Ownership,Controlling,Synergy Media LLC
Stellar Resources Co Ltd,Subsidiary,60% Owned,Vertex Media International
Fusion Ventures SARL,Ownership,Direct,Crest Investments BV
Quantum Group Pte Ltd,Ownership,Major,Gamma Group SARL
Victory Solutions International,Shareholder,Major,Gamma Properties Pt (TH)
Stellar Logistics Sdn Bhd,Shareholder,Major,Fusion Health Co. (KY)
Nexus Ecommerce International,Ownership,Indirect,Pacific Solutions PLC
Catalyst Ventures Sdn Bhd,Ownership,Significant,Nexus Media GmbH (HK)
Vantage Capital Co Ltd,Ownership,Controlling,Catalyst Pay International (KY)
Nexus Ecommerce PLC,Shareholder,Major,Titan Properties Inc
Nova Tech Inc,Ownership,Major,Apex Logistics Ltd
Fusion Infra Pt,Ownership,Significant,Vantage Capital Co.
Fusion Capital Corp,Director,CFO,Sigma Holdings Co Ltd
Nexus Energy Co.,Ownership,Significant,Apex Manufacturing Pt
Titan Pay Ltd,Ownership,Significant,Alpha Digital Corp
Orion Assets Corp,Ownership,Minor,Vantage Manufacturing SARL
Pinnacle Partners SARL,Subsidiary,85% Owned,Beta Resources SARL
Victory Assets Berhad,Director,Independent Director,Synergy Digital PLC
Vantage Ecommerce Enterprises,Ownership,Controlling,Zenith Partners SARL
Fusion Media BV,Ownership,Major,Summit Investments BV
Asia Tech Co.,Subsidiary,100% Owned,Beta Logistics Pte Ltd (SG)
Victory Ecommerce GmbH,Ownership,Significant,Victory Partners LLC
Vantage Capital Inc,Ownership,Direct,Atlas Assets Co.
Gamma Tech Inc,Ownership,Direct,Nexus Systems SARL
Zenith Holdings Corp,Subsidiary,60% Owned,Pacific Group Berhad
Vantage Ecommerce Pte Ltd,Subsidiary,60% Owned,Prime Manufacturing BV (KY)
Prime Health Enterprises,Investor,Series A,Crest Investments Co Ltd
Omega Capital PLC,Ownership,Significant,Gamma Finance Pte Ltd
Global Pay Enterprises,Subsidiary,90% Owned,Apex Solutions Enterprises (KY)
Quantum Assets Pte Ltd,Subsidiary,90% Owned,Omega Digital Corp
Stellar Energy Pte Ltd,Director,Non-Executive,Titan Holdings Limited
Atlas Group Pt,Subsidiary,90% Owned,Vertex Infra Ltd
Gamma Manufacturing International,Ownership,Major,Apex Ventures Limited
Fusion Ventures Sdn Bhd,Subsidiary,85% Owned,Synergy Properties Pte Ltd
Orion Assets PLC,Ownership,Minor,Catalyst Capital Pt
Pinnacle Energy SARL,Director,CTO,Synergy Partners Berhad
Vantage Capital Inc,Ownership,Direct,Summit Pay International
Gamma Ventures LLC,Ownership,Minor,Vertex Properties International
Pacific Group Pte Ltd,Subsidiary,75% Owned,Omega Ventures Corp
Catalyst Holdings Berhad,Shareholder,Major,Titan Pay Pt
Titan Investments Sdn Bhd,Ownership,Indirect,Sigma Investments International (TH)
Elite Holdings International,Subsidiary,85% Owned,Victory Finance GmbH
Omega Systems Ltd,Subsidiary,100% Owned,Stellar Group Pte Ltd
Quantum Partners Co.,Ownership,Minor,Horizon Logistics Co Ltd
Pacific Investments Pt,Director,Executive Director,Global Properties Enterprises (KY)
Nova Manufacturing Corp,Director,CFO,Pinnacle Energy SARL
Gamma Tech BV,Subsidiary,85% Owned,Nexus Capital Pt (KY)
Zenith Investments Sdn Bhd,Director,Chairman,Orion Ecommerce Pt
Global Health LLC,Shareholder,Institutional,Omega Manufacturing PLC (ID)
Elite Manufacturing International,Ownership,Significant,Fusion Logistics LLC
Asia Investments LLC,Ownership,Minor,Gamma Partners PLC (SG)
Vantage Capital Enterprises,Ownership,Direct,Nexus Tech Corp
Victory Partners Pt,Ownership,Direct,Gamma Group GmbH
Orion Manufacturing GmbH,Ownership,Controlling,Synergy Finance Pte Ltd
Vantage Digital Limited,Ownership,Controlling,Quantum Health Pt
Victory Logistics SARL,Ownership,Minor,Nova Finance Limited (BVI)
Catalyst Capital Ltd,Subsidiary,51% Owned,Apex Infra Co.
Synergy Properties LLC,Ownership,Controlling,Synergy Group Pt
Summit Energy Limited,Ownership,Direct,Zenith Resources Enterprises
Vertex Ecommerce PLC,Ownership,Controlling,Apex Manufacturing International
Vantage Investments Ltd,Ownership,Significant,Alpha Ecommerce Limited
Crest Digital LLC,Ownership,Minor,Catalyst Investments Sdn Bhd
Quantum Finance Enterprises,Ownership,Direct,Pinnacle Health Pte Ltd (TH)
Omega Investments PLC,Subsidiary,85% Owned,Prime Partners SARL
Pacific Ecommerce Enterprises,Subsidiary,90% Owned,Elite Manufacturing Co Ltd (ID)
Quantum Energy Corp,Ownership,Indirect,Nexus Finance Enterprises
Zenith Infra PLC,Shareholder,Major,Fusion Digital Pte Ltd
Apex Group Corp,Ownership,Minor,Omega Digital Sdn Bhd
Orion Media Pte Ltd,Ownership,Major,Crest Media Berhad
Quantum Resources Limited,Ownership,Controlling,Elite Infra BV
Titan Investments Co.,Ownership,Minor,Delta Infra Ltd
Catalyst Health Pte Ltd,Ownership,Minor,Pacific Ecommerce Pt (MY)
Omega Systems Sdn Bhd,Shareholder,Minor,Omega Infra Pte Ltd
Titan Resources Ltd,Shareholder,Major,Vantage Pay Limited (BVI)
Asia Ecommerce Inc,Investor,Angel,Apex Investments BV
Asia Energy Pte Ltd,Subsidiary,60% Owned,Pinnacle Solutions BV
Horizon Partners SARL,Subsidiary,100% Owned,Crest Ecommerce Berhad
Orion Energy Pt,Investor,Series B,Sigma Tech GmbH
Zenith Partners International,Ownership,Indirect,Alpha Digital Pte Ltd
Summit Partners BV,Subsidiary,60% Owned,Summit Energy Co Ltd (KY)
Alpha Digital PLC,Investor,Angel,Vantage Ecommerce Pte Ltd
Gamma Properties LLC,Subsidiary,100% Owned,Crest Energy Co Ltd
Atlas Capital BV,Ownership,Indirect,Apex Manufacturing Co.
Zenith Media Enterprises,Director,Independent Director,Vantage Ecommerce Corp
Atlas Systems Enterprises,Shareholder,Minor,Global Media LLC
Fusion Group Pte Ltd,Ownership,Controlling,Prime Infra Ltd (ID)
Pacific Resources GmbH,Subsidiary,85% Owned,Pinnacle Media Pt
Global Partners Limited,Ownership,Minor,Atlas Resources SARL (BVI)
Titan Capital Berhad,Ownership,Direct,Vantage Logistics Co Ltd
Omega Pay Pte Ltd,Ownership,Major,Pacific Tech Berhad (BVI)
Beta Ecommerce PLC,Ownership,Major,Vertex Solutions Co. (MY)
Horizon Infra GmbH,Ownership,Minor,Global Digital Co Ltd (BVI)
Sigma Digital International,Ownership,Controlling,Summit Group Pte Ltd (MY)
Prime Resources Pt,Ownership,Controlling,Titan Infra Pte Ltd
Elite Ventures Pt,Subsidiary,51% Owned,Beta Finance SARL
Delta Manufacturing Co Ltd,Shareholder,Major,Fusion Energy GmbH (BVI)
Global Properties International,Ownership,Minor,Synergy Health Co.
Asia Finance Sdn Bhd,Ownership,Controlling,Synergy Partners Pt
Prime Solutions Pt,Subsidiary,100% Owned,Gamma Tech Inc
Synergy Holdings Co.,Director,CTO,Omega Ecommerce Co.
Gamma Group Corp,Ownership,Major,Alpha Properties Sdn Bhd (HK)
Beta Infra Pte Ltd,Shareholder,Minor,Zenith Logistics Berhad
Quantum Ecommerce Berhad,Ownership,Direct,Horizon Digital Ltd
Prime Finance PLC,Subsidiary,90% Owned,Catalyst Holdings Co. (ID)
Quantum Properties Enterprises,Ownership,Significant,Stellar Media SARL
Nexus Manufacturing GmbH,Subsidiary,100% Owned,Summit Infra International
Victory Systems PLC,Ownership,Major,Atlas Properties Sdn Bhd
Summit Properties PLC,Director,Chairman,Nova Group LLC
Elite Manufacturing LLC,Ownership,Indirect,Horizon Tech Pte Ltd
Fusion Group International,Ownership,Significant,Delta Ecommerce Berhad (KY)
Fusion Manufacturing PLC,Ownership,Minor,Vantage Assets Pt (HK)
Atlas Properties Berhad,Shareholder,Minor,Apex Digital Sdn Bhd
Global Partners Pt,Ownership,Major,Fusion Energy Limited
Nexus Logistics Enterprises,Ownership,Controlling,Asia Digital Corp
Stellar Ecommerce Corp,Subsidiary,100% Owned,Horizon Properties Pt
Tan Sri Lim,Director,Managing Director,Elite Health Corp
Sigma Investments Limited,Subsidiary,100% Owned,Pinnacle Capital GmbH (SG)
Stellar Digital BV,Subsidiary,75% Owned,Vantage Ecommerce International (MY)
Asia Properties Co Ltd,Ownership,Significant,Global Infra Enterprises (HK)
Pinnacle Finance Limited,Subsidiary,90% Owned,Beta Solutions International (BVI)
Pinnacle Pay Berhad,Subsidiary,90% Owned,Vantage Infra SARL
Delta Infra PLC,Ownership,Minor,Horizon Solutions Co.
Fusion Partners Enterprises,Ownership,Significant,Zenith Investments SARL
Asia Media International,Ownership,Indirect,Asia Ecommerce International
Sigma Energy Pte Ltd,Ownership,Indirect,Vertex Solutions Pte Ltd (ID)
Vertex Ecommerce Co Ltd,Director,Independent Director,Vantage Media PLC
Zenith Tech Pt,Ownership,Major,Atlas Capital Sdn Bhd (KY)
Pinnacle Group Sdn Bhd,Ownership,Direct,Omega Manufacturing Pt
Catalyst Media Corp,Ownership,Indirect,Nova Pay Limited (KY)
Gamma Health PLC,Subsidiary,51% Owned,Quantum Media Pte Ltd (MY)
Synergy Resources PLC,Director,Managing Director,Summit Media Pte Ltd
Synergy Systems Co.,Subsidiary,51% Owned,Alpha Health Berhad
Catalyst Partners LLC,Subsidiary,51% Owned,Pinnacle Holdings Corp
Horizon Investments SARL,Ownership,Controlling,Zenith Systems Inc
Delta Ventures Enterprises,Ownership,Major,Delta Energy BV
Horizon Digital PLC,Ownership,Controlling,Beta Resources SARL (BVI)
Pacific Logistics BV,Ownership,Significant,Sigma Holdings Co Ltd
Pinnacle Capital Pte Ltd,Ownership,Indirect,Gamma Properties Pte Ltd
Alpha Assets SARL,Investor,Angel,Victory Ecommerce Pte Ltd (MY)
Elite Partners PLC,Subsidiary,85% Owned,Synergy Resources Pt (KY)
Stellar Resources Berhad,Subsidiary,85% Owned,Horizon Pay International
Global Group BV,Ownership,Indirect,Omega Manufacturing Co.
Elite Finance Inc,Ownership,Indirect,Apex Group Co.
Synergy Investments Sdn Bhd,Ownership,Minor,Elite Infra LLC
Synergy Holdings Sdn Bhd,Ownership,Minor,Apex Ecommerce Pt
Prime Investments Ltd,Ownership,Controlling,Atlas Tech LLC
Apex Manufacturing Limited,Ownership,Indirect,Elite Media Pte Ltd
Prime Finance Pte Ltd,Subsidiary,85% Owned,Omega Investments International
Asia Finance PLC,Ownership,Significant,Fusion Ventures Co. (TH)
Quantum Ventures GmbH,Ownership,Major,Nexus Partners GmbH
Fusion Solutions Limited,Subsidiary,85% Owned,Atlas Systems GmbH
Omega Properties LLC,Ownership,Direct,Pinnacle Finance Enterprises
Orion Digital BV,Ownership,Controlling,Summit Tech Corp
Elite Finance Limited,Shareholder,Major,Vantage Systems PLC (MY)
Horizon Group Enterprises,Ownership,Significant,Vertex Resources Limited
Alpha Resources GmbH,Ownership,Indirect,Orion Properties PLC
Orion Manufacturing International,Subsidiary,90% Owned,Nova Infra GmbH
Elite Investments Pt,Ownership,Major,Omega Energy LLC
Pinnacle Energy Corp,Ownership,Significant,Orion Resources SARL (HK)
Pinnacle Manufacturing SARL,Ownership,Direct,Pacific Group International
Stellar Ecommerce Limited,Subsidiary,90% Owned,Nexus Logistics SARL
Delta Investments Corp,Investor,Series C,Stellar Systems Corp (SG)
Delta Solutions Pt,Ownership,Controlling,Fusion Tech Inc
Victory Manufacturing BV,Investor,Private Equity,Alpha Resources Ltd (HK)
Vantage Partners Sdn Bhd,Ownership,Controlling,Pacific Systems GmbH
Titan Tech Corp,Ownership,Controlling,Horizon Ventures Enterprises
Alpha Partners Ltd,Ownership,Significant,Prime Manufacturing Inc
Orion Resources PLC,Ownership,Direct,Victory Resources Sdn Bhd
Global Tech LLC,Ownership,Significant,Atlas Investments Sdn Bhd
Synergy Logistics Co.,Subsidiary,100% Owned,Titan Finance Corp
Global Pay Limited,Director,Non-Executive,Zenith Resources Co. (HK)
Victory Health International,Subsidiary,90% Owned,Prime Manufacturing Corp
Synergy Finance Corp,Ownership,Minor,Asia Media Pt
Crest Investments Pt,Ownership,Indirect,Delta Tech Pte Ltd
Omega Systems Pte Ltd,Shareholder,Major,Horizon Manufacturing Limited
Atlas Health Sdn Bhd,Ownership,Controlling,Apex Finance PLC
Zenith Partners International,Subsidiary,90% Owned,Gamma Manufacturing Sdn Bhd
Delta Properties Enterprises,Ownership,Direct,Catalyst Resources LLC
Beta Solutions Sdn Bhd,Ownership,Indirect,Omega Digital Corp
Delta Digital International,Ownership,Direct,Vertex Resources Inc (ID)
Fusion Digital Co.,Shareholder,Major,Quantum Digital PLC
Pacific Partners LLC,Subsidiary,75% Owned,Titan Capital Inc
Vertex Assets BV,Ownership,Minor,Pacific Finance GmbH (BVI)
Pacific Holdings Ltd,Shareholder,Institutional,Fusion Logistics Ltd
Nexus Capital Corp,Ownership,Indirect,Prime Partners GmbH
Gamma Capital Corp,Subsidiary,75% Owned,Nexus Digital Enterprises
Synergy Assets Enterprises,Subsidiary,100% Owned,Nexus Pay Enterprises
Victory Investments PLC,Ownership,Indirect,Nexus Group Pt
Gamma Properties Berhad,Ownership,Significant,Pacific Pay Co Ltd
Dato' Rahman,Director,Chairman,Horizon Energy Pt
Crest Capital Enterprises,Ownership,Indirect,Nexus Ecommerce Co.
Summit Systems Enterprises,Subsidiary,75% Owned,Horizon Digital Pte Ltd
Alpha Solutions Corp,Director,CEO,Sigma Assets SARL (BVI)
Vertex Ecommerce BV,Ownership,Direct,Stellar Partners PLC (HK)
Global Resources Berhad,Ownership,Indirect,Pacific Solutions BV
Pinnacle Solutions Sdn Bhd,Subsidiary,51% Owned,Sigma Group Co.
Titan Energy Pt,Subsidiary,51% Owned,Crest Tech Corp
Sigma Media SARL,Ownership,Significant,Alpha Properties Corp
Alpha Finance Co.,Director,Executive Director,Vertex Manufacturing GmbH
Omega Ecommerce Limited,Shareholder,Major,Gamma Energy PLC
Vertex Investments LLC,Ownership,Major,Vantage Ecommerce GmbH (ID)
Apex Group Enterprises,Subsidiary,85% Owned,Elite Health Berhad (ID)
Titan Media GmbH,Subsidiary,100% Owned,Apex Solutions Co Ltd
Nexus Assets Ltd,Director,Non-Executive,Sigma Tech Berhad
Stellar Holdings Inc,Ownership,Significant,Vantage Properties Pte Ltd
Asia Properties Berhad,Ownership,Indirect,Apex Ventures Berhad (TH)
Pinnacle Resources Pt,Subsidiary,51% Owned,Vantage Group GmbH
Beta Finance Limited,Subsidiary,75% Owned,Titan Resources BV (BVI)
